"Detailed Mother Tongue (192), Single and Multiple Language Responses (3), Age Groups (7) and Sex (3) for the Population Excluding Institutional Residents of Canada, Provinces, Territories, Census Divisions and Census Subdivisions, 2011 Census"
"Geography = Canada [1]"
"Age groups (7) =   65 to 74 years"
"Sex (3) = Total - Sex"
"Detailed mother tongue (192)","Total - Single and multiple language responses [2]","  Single language responses [3]","  Multiple language responses [4]", 
"Total - Detailed mother tongue [5]",2643550,2610525,33020 
"English",1398575,1369645,28930 
"French",681105,666920,14190 
"Algonquin",115,115,5 
"Atikamekw",140,140,0 
"Blackfoot",420,395,20 
"Cree, n.o.s.",5320,4920,400 
"Swampy Cree",0,5,0 
"Plains Cree",10,10,0 
"Woods Cree",5,0,0 
"Cree, n.i.e.",5,0,0 
"Malecite",70,65,5 
"Mi'kmaq",455,430,15 
"Innu/Montagnais",380,375,5 
"Naskapi",20,20,0 
"Ojibway",2105,1950,150 
"Oji-Cree",365,355,5 
"Algonquian languages, n.i.e.",5,5,0 
"Michif",120,95,25 
"Carrier",195,170,25 
"Wetsuweten",35,35,0 
"Chilcotin",90,80,15 
"Dene",545,535,15 
"Tlicho (Dogrib)",105,105,5 
"Gwich'in",90,90,0 
"North Slavey (Hare)",30,25,0 
"South Slavey",35,35,0 
"Slavey, n.o.s.",160,155,5 
"Sarcee",20,15,0 
"Beaver",30,25,10 
"Sekani",15,15,0 
"Kaska (Nahani)",35,30,0 
"Tahltan",30,25,5 
"Northern Tutchone",40,35,5 
"Southern Tutchone",20,20,5 
"Tutchone, n.o.s.",0,0,0 
"Athapaskan languages, n.i.e.",15,10,0 
"Haida",15,10,5 
"Mohawk",60,50,5 
"Cayuga",25,20,0 
"Oneida",45,40,5 
"Iroquoian languages, n.i.e.",10,15,0 
"Kutenai",15,20,0 
"Shuswap (Secwepemctsin)",135,125,10 
"Thompson (Ntlakapamux)",100,85,10 
"Halkomelem",100,90,15 
"Lillooet",55,55,5 
"Okanagan",90,80,10 
"Squamish",10,10,0 
"Straits",15,10,0 
"Salish languages, n.i.e.",80,75,10 
"Dakota",110,105,5 
"Stoney",125,120,0 
"Siouan languages, n.i.e.",15,10,0 
"Tlingit",15,15,0 
"Gitksan",175,155,20 
"Nisga'a",155,140,15 
"Tsimshian",90,80,10 
"Nootka (Nuu-chah-nulth)",70,70,0 
"Haisla",50,45,5 
"Heiltsuk",35,35,0 
"Kwakiutl (Kwak'wala)",85,75,10 
"Wakashan languages, n.i.e.",0,0,0 
"Inuktitut",925,915,15 
"Inuinnaqtun",40,35,0 
"Inuvialuktun",100,80,20 
"Inuit languages, n.i.e.",35,30,0 
"Aboriginal languages, n.i.e.",165,145,20 
"Italian",75605,73740,1865 
"Portuguese",24450,24050,400 
"Romanian",4165,4090,75 
