"Detailed Mother Tongue (192), Single and Multiple Language Responses (3), Age Groups (7) and Sex (3) for the Population Excluding Institutional Residents of Canada, Provinces, Territories, Census Divisions and Census Subdivisions, 2011 Census"
"Geography = Canada [1]"
"Age groups (7) =   25 to 44 years"
"Sex (3) = Total - Sex"
"Detailed mother tongue (192)","Total - Single and multiple language responses [2]","  Single language responses [3]","  Multiple language responses [4]", 
"Total - Detailed mother tongue [5]",8793425,8603915,189510 
"English",5011170,4845195,165980 
"French",1800920,1733445,67480 
"Algonquin",545,495,45 
"Atikamekw",1515,1500,20 
"Blackfoot",710,565,145 
"Cree, n.o.s.",23030,21490,1540 
"Swampy Cree",25,20,5 
"Plains Cree",60,55,5 
"Woods Cree",20,20,5 
"Cree, n.i.e.",5,5,0 
"Malecite",70,60,15 
"Mi'kmaq",2265,2140,125 
"Innu/Montagnais",2920,2860,60 
"Naskapi",140,140,0 
"Ojibway",4675,4220,455 
"Oji-Cree",3060,2950,115 
"Algonquian languages, n.i.e.",20,15,5 
"Michif",80,50,30 
"Carrier",330,275,55 
"Wetsuweten",10,10,5 
"Chilcotin",225,170,50 
"Dene",3390,3190,200 
"Tlicho (Dogrib)",715,690,25 
"Gwich'in",60,55,5 
"North Slavey (Hare)",80,75,5 
"South Slavey",175,175,5 
"Slavey, n.o.s.",425,400,25 
"Sarcee",35,35,0 
"Beaver",110,70,40 
"Sekani",10,10,5 
"Kaska (Nahani)",80,70,15 
"Tahltan",15,10,5 
"Northern Tutchone",20,15,0 
"Southern Tutchone",20,15,5 
"Tutchone, n.o.s.",5,5,0 
"Athapaskan languages, n.i.e.",15,15,5 
"Haida",10,10,5 
"Mohawk",130,85,45 
"Cayuga",50,40,10 
"Oneida",20,20,5 
"Iroquoian languages, n.i.e.",20,15,5 
"Kutenai",20,15,5 
"Shuswap (Secwepemctsin)",90,70,20 
"Thompson (Ntlakapamux)",50,40,10 
"Halkomelem",120,90,35 
"Lillooet",40,35,5 
"Okanagan",55,35,15 
"Squamish",10,10,0 
"Straits",30,25,5 
"Salish languages, n.i.e.",40,35,5 
"Dakota",310,280,35 
"Stoney",960,930,30 
"Siouan languages, n.i.e.",25,20,5 
"Tlingit",20,10,5 
"Gitksan",115,80,40 
"Nisga'a",80,60,20 
"Tsimshian",25,20,5 
"Nootka (Nuu-chah-nulth)",50,40,10 
"Haisla",10,10,0 
"Heiltsuk",10,5,5 
"Kwakiutl (Kwak'wala)",75,60,15 
"Wakashan languages, n.i.e.",0,0,0 
"Inuktitut",9345,9145,195 
"Inuinnaqtun",95,90,10 
"Inuvialuktun",145,110,35 
"Inuit languages, n.i.e.",110,95,15 
"Aboriginal languages, n.i.e.",200,135,65 
"Italian",84350,72760,11590 
"Portuguese",74720,68580,6135 
"Romanian",39555,38890,665 
"Spanish",168745,161815,6930 
"Catalan",205,200,5 
"Romance languages, n.i.e.",60,45,10 
"Dutch",11680,10815,860 
"Flemish",420,375,40 
"Frisian",170,160,10 
"German",69495,65435,4060 
"Yiddish",1595,1505,90 
"Danish",1395,1280,120 
"Icelandic",240,230,5 
"Norwegian",765,710,55 
"Swedish",1890,1765,125 
"Afrikaans",3505,3180,325 
"Germanic languages, n.i.e.",85,75,10 
"Gaelic languages",370,230,140 
"Welsh",155,135,25 
"Celtic languages, n.i.e.",15,15,0 
"Belarusian (Byelorussian)",160,160,5 
"Bosnian",4290,4205,85 
"Bulgarian",7985,7860,115 
"Croatian",13485,12415,1075 
"Czech",6085,5830,255 
"Macedonian",4730,4330,395 
"Polish",49700,47575,2125 
"Russian",58455,57225,1225 
"Serbian",17520,16955,565 
"Serbo-Croatian",3070,2995,70 
"Slovak",4865,4730,140 
"Slovenian",1590,1405,185 
"Ukrainian",14140,13280,860 
"Slavic languages, n.i.e.",715,670,40 
"Latvian",810,770,40 
"Lithuanian",1260,1195,65 
"Greek",31715,27835,3880 
"Armenian",8560,7980,575 
"Albanian",9440,9185,260 
"Georgian",520,510,10 
"Estonian",690,645,45 
"Finnish",2460,2275,185 
"Hungarian",14550,13880,665 
"Azerbaijani",900,885,10 
"Turkish",11885,11465,420 
"Turkic languages, n.i.e.",1105,1095,15 
"Mongolian",480,470,5 
"Berber languages (Kabyle)",3560,3240,325 
"Oromo",5780,5430,350 
"Somali",11020,10505,515 
"Amharic",9950,9540,410 
"Arabic",139505,124675,14830 
"Hebrew",6760,6225,535 
"Maltese",735,560,175 
"Tigrigna",4650,4455,195 
"Semitic languages, n.i.e.",5730,5530,195 
"Afro-Asiatic languages, n.i.e.",1530,1265,260 
"Bengali",25315,23705,1610 
"Gujarati",34355,31295,3055 
"Hindi",40960,34750,6210 
"Konkani",965,740,225 
"Marathi",2765,2415,350 
"Panjabi (Punjabi)",157570,148235,9340 
"Sindhi",3345,2905,435 
"Sinhala (Sinhalese)",5655,5170,490 
"Urdu",64385,58265,6115 
"Nepali",3935,3790,150 
"Kurdish",3880,3775,105 
"Pashto",4115,3975,145 
"Persian (Farsi)",64920,63255,1670 
"Indo-Iranian languages, n.i.e.",2215,2080,130 
"Kannada",1395,1220,175 
"Malayalam",7400,6690,710 
"Tamil",49095,45815,3280 
"Telugu",5195,4585,605 
"Dravidian languages, n.i.e.",145,130,20 
"Japanese",16215,15680,535 
"Korean",45885,44570,1315 
"Cantonese",103770,98735,5035 
"Chaochow (Teochow)",670,640,30 
"Fukien",1935,1820,115 
"Hakka",1580,1455,130 
"Mandarin",94705,93325,1375 
"Shanghainese",715,705,10 
"Taiwanese",2775,2695,75 
"Chinese, n.o.s.",128630,124920,3710 
"Tibetan languages",2180,2065,115 
"Burmese",1200,1130,70 
"Sino-Tibetan languages, n.i.e.",1325,1280,40 
"Lao",5275,4880,395 
"Thai",4275,4110,165 
"Khmer (Cambodian)",8010,7455,560 
"Vietnamese",51085,48960,2130 
"Bisayan languages",7480,6805,675 
"Ilocano",7465,6935,530 
"Malay",4535,4200,330 
"Pampango",1125,1020,100 
"Tagalog (Pilipino, Filipino)",156030,134810,21220 
"Bikol",505,465,40 
"Malagasy",570,490,85 
"Fijian",330,295,35 
"Pangasinan",365,345,15 
"Malayo-Polynesian languages, n.i.e.",1170,1075,95 
"Akan (Twi)",5000,4400,600 
"Lingala",2080,1505,575 
"Rundi (Kirundi)",2150,1890,260 
"Rwanda (Kinyarwanda)",2005,1820,190 
"Shona",1710,1445,265 
"Swahili",4650,3885,765 
"Ganda",540,480,60 
"Bantu languages, n.i.e.",3925,3380,540 
"Edo",885,765,120 
"Igbo",1805,1450,355 
"Wolof",1560,1300,260 
"Bamanankan",545,460,85 
"Ewe",680,585,100 
"Ga",405,345,60 
"Niger-Congo languages, n.i.e.",8510,7030,1485 
"African languages, n.i.e.",4520,4080,440 
"Creoles",28265,23195,5070 
"American Sign Language",985,585,400 
"Quebec Sign Language",265,125,135 
