"Detailed Mother Tongue (192), Single and Multiple Language Responses (3), Age Groups (7) and Sex (3) for the Population Excluding Institutional Residents of Canada, Provinces, Territories, Census Divisions and Census Subdivisions, 2011 Census"
"Geography = Canada [1]"
"Age groups (7) =   45 to 64 years"
"Sex (3) = Total - Sex"
"Detailed mother tongue (192)","Total - Single and multiple language responses [2]","  Single language responses [3]","  Multiple language responses [4]", 
"Total - Detailed mother tongue [5]",9670875,9537535,133335 
"English",5450645,5333230,117410 
"French",2296095,2247570,48530 
"Algonquin",505,470,35 
"Atikamekw",795,780,10 
"Blackfoot",1640,1495,145 
"Cree, n.o.s.",21935,20330,1610 
"Swampy Cree",30,30,5 
"Plains Cree",55,55,5 
"Woods Cree",20,15,0 
"Cree, n.i.e.",5,0,5 
"Malecite",265,230,30 
"Mi'kmaq",2190,2095,90 
"Innu/Montagnais",2055,2030,20 
"Naskapi",100,100,0 
"Ojibway",8220,7610,610 
"Oji-Cree",1830,1780,55 
"Algonquian languages, n.i.e.",25,15,5 
"Michif",345,240,105 
"Carrier",640,565,75 
"Wetsuweten",65,60,5 
"Chilcotin",390,335,55 
"Dene",2360,2230,130 
"Tlicho (Dogrib)",545,540,5 
"Gwich'in",130,125,5 
"North Slavey (Hare)",80,80,0 
"South Slavey",175,170,5 
"Slavey, n.o.s.",610,590,20 
"Sarcee",50,50,5 
"Beaver",130,95,35 
"Sekani",30,25,5 
"Kaska (Nahani)",125,110,15 
"Tahltan",45,35,15 
"Northern Tutchone",115,90,20 
"Southern Tutchone",65,55,15 
"Tutchone, n.o.s.",0,0,0 
"Athapaskan languages, n.i.e.",30,30,0 
"Haida",30,20,15 
"Mohawk",180,140,40 
"Cayuga",75,65,5 
"Oneida",65,60,5 
"Iroquoian languages, n.i.e.",35,30,5 
"Kutenai",45,40,0 
"Shuswap (Secwepemctsin)",280,240,40 
"Thompson (Ntlakapamux)",190,165,30 
"Halkomelem",180,155,25 
"Lillooet",125,115,15 
"Okanagan",110,90,20 
"Squamish",20,15,5 
"Straits",40,35,5 
"Salish languages, n.i.e.",160,135,25 
"Dakota",430,395,40 
"Stoney",660,645,10 
"Siouan languages, n.i.e.",45,40,5 
"Tlingit",45,40,5 
"Gitksan",470,435,30 
"Nisga'a",260,235,25 
"Tsimshian",85,75,10 
"Nootka (Nuu-chah-nulth)",120,110,15 
"Haisla",60,50,5 
"Heiltsuk",15,10,5 
"Kwakiutl (Kwak'wala)",190,165,25 
"Wakashan languages, n.i.e.",0,0,0 
"Inuktitut",5205,5115,90 
"Inuinnaqtun",190,180,5 
"Inuvialuktun",220,185,40 
"Inuit languages, n.i.e.",120,105,10 
"Aboriginal languages, n.i.e.",395,310,85 
"Italian",171310,161445,9865 
"Portuguese",80215,77730,2480 
"Romanian",22435,22060,375 
"Spanish",108900,105635,3265 
"Catalan",180,175,5 
"Romance languages, n.i.e.",75,65,15 
"Dutch",43105,40545,2560 
"Flemish",1545,1435,110 
"Frisian",760,720,35 
"German",123170,117085,6085 
"Yiddish",3050,2800,250 
"Danish",5160,4880,285 
"Icelandic",325,290,30 
"Norwegian",1560,1475,85 
"Swedish",2170,2045,125 
"Afrikaans",2900,2550,350 
"Germanic languages, n.i.e.",130,115,15 
"Gaelic languages",685,490,195 
"Welsh",410,365,40 
"Celtic languages, n.i.e.",25,15,5 
"Belarusian (Byelorussian)",215,215,0 
"Bosnian",3695,3640,55 
"Bulgarian",4965,4890,70 
"Croatian",17970,17510,465 
"Czech",8415,8245,165 
"Macedonian",6380,6100,280 
"Polish",82880,80665,2215 
"Russian",46900,46105,795 
"Serbian",19120,18815,305 
"Serbo-Croatian",4070,4025,50 
"Slovak",5445,5295,150 
"Slovenian",4015,3830,185 
"Ukrainian",35735,33195,2540 
"Slavic languages, n.i.e.",1290,1220,70 
"Latvian",2185,2080,105 
"Lithuanian",2770,2650,125 
"Greek",36510,34845,1665 
"Armenian",9425,9060,370 
"Albanian",5480,5390,90 
"Georgian",310,300,5 
"Estonian",2390,2305,85 
"Finnish",6900,6550,350 
"Hungarian",22610,21700,905 
"Azerbaijani",900,895,5 
"Turkish",7545,7365,180 
"Turkic languages, n.i.e.",565,560,5 
"Mongolian",140,130,5 
"Berber languages (Kabyle)",1005,900,105 
"Oromo",2515,2330,180 
"Somali",6345,6095,245 
"Amharic",4710,4495,215 
"Arabic",83845,75700,8145 
"Hebrew",5385,5080,305 
"Maltese",2900,2600,300 
"Tigrigna",3255,3160,95 
"Semitic languages, n.i.e.",4290,4205,85 
"Afro-Asiatic languages, n.i.e.",610,480,135 
"Bengali",14080,13260,820 
"Gujarati",26075,23815,2260 
"Hindi",27275,23880,3400 
"Konkani",1485,1190,305 
"Marathi",1545,1390,155 
"Panjabi (Punjabi)",104290,100865,3420 
"Sindhi",4660,4070,590 
"Sinhala (Sinhalese)",5160,4760,400 
"Urdu",37150,34270,2880 
"Nepali",1330,1280,55 
"Kurdish",2050,2005,40 
"Pashto",1995,1930,60 
"Persian (Farsi)",47285,46460,825 
"Indo-Iranian languages, n.i.e.",1320,1260,65 
"Kannada",775,670,100 
"Malayalam",4185,3885,300 
"Tamil",39290,37300,1985 
"Telugu",1805,1620,185 
"Dravidian languages, n.i.e.",125,115,10 
"Japanese",8775,8550,225 
"Korean",39610,39060,550 
"Cantonese",140755,138015,2740 
"Chaochow (Teochow)",925,910,20 
"Fukien",2430,2280,150 
"Hakka",1925,1820,105 
"Mandarin",62590,61980,610 
"Shanghainese",935,930,10 
"Taiwanese",3985,3950,35 
"Chinese, n.o.s.",145805,142300,3505 
"Tibetan languages",950,910,40 
"Burmese",1010,945,65 
"Sino-Tibetan languages, n.i.e.",640,630,10 
"Lao",5480,5215,270 
"Thai",2090,2025,65 
"Khmer (Cambodian)",6585,6325,260 
"Vietnamese",48595,47360,1235 
"Bisayan languages",5795,5260,535 
"Ilocano",6915,6365,545 
"Malay",3380,3125,255 
"Pampango",1000,925,75 
"Tagalog (Pilipino, Filipino)",120540,104155,16385 
"Bikol",485,450,35 
"Malagasy",300,260,40 
"Fijian",420,370,55 
"Pangasinan",445,430,20 
"Malayo-Polynesian languages, n.i.e.",750,690,65 
"Akan (Twi)",5500,4950,550 
"Lingala",940,695,245 
"Rundi (Kirundi)",795,725,75 
"Rwanda (Kinyarwanda)",970,865,100 
"Shona",535,475,60 
"Swahili",2455,2035,415 
"Ganda",295,260,35 
"Bantu languages, n.i.e.",2165,1880,285 
"Edo",355,295,60 
"Igbo",1080,905,180 
"Wolof",305,270,45 
"Bamanankan",180,155,20 
"Ewe",440,395,45 
"Ga",470,415,55 
"Niger-Congo languages, n.i.e.",3970,3430,540 
"African languages, n.i.e.",1810,1620,195 
"Creoles",23400,19710,3690 
"American Sign Language",915,525,390 
"Quebec Sign Language",265,130,135 
"Sign languages, n.i.e.",1310,795,510 
"Other languages",600,555,40 
"Note"
"[1] Excludes census data for one or more incompletely enumerated Indian reserves or Indian settlements."
"[2] The category 'Total - Single and multiple language responses' indicates the number of respondents who reported each language, either as their only response or in addition to one or more other languages. Total responses represent the sum of single language responses and multiple language responses received in the census."
"[3] A single language response occurs when a respondent provides one language only."
"[4] A multiple language response occurs when a respondent provides two or more languages."
"[5] This is a total population count. The sum of  the languages in this table is greater than the total population count because a person may report more than one language in the census."
"Source: Statistics Canada - 2011 Census. Catalogue Number 98-314-XCB2011016."
